187,1988,218,2057	·
455,249,620,312	1994
628,249,1024,312	STATISTICS
443,524,643,570	PLAYER
443,587,597,625	Morton,
602,587,643,625	Ib
442,636,591,684	Mason,
595,634,637,679	Ib
443,694,565,731	Mock,
569,694,612,731	Ib
442,741,531,788	Lee,
535,744,594,790	db
443,800,495,837	M.
499,800,639,837	Jones,
644,800,699,837	de
443,850,629,894	Hamilton,
634,849,680,893	Ib
443,900,558,944	Boyd,
564,900,624,944	db
443,956,492,1000	E.
498,957,673,1000	Thomas,
678,956,730,1000	db
443,1006,585,1050	Parker,
591,1006,637,1050	dt
443,1056,590,1107	Sturgis,
596,1055,656,1106	de
443,1112,563,1157	Black,
569,1112,624,1156	dt
442,1162,580,1209	Brown,
585,1160,643,1205	db
443,1219,649,1256	Hitchcock,
653,1219,712,1256	db
443,1269,585,1313	Billups,
591,1269,649,1313	db
443,1318,536,1363	Ellis,
541,1319,599,1363	de
443,1374,640,1419	Simmons,
645,1376,693,1420	Ib
443,1425,556,1475	Terry,
562,1425,612,1475	dt
436,1481,557,1526	Mays,
562,1480,612,1525	Ib
443,1530,574,1576	Camp,
579,1532,637,1577	db
443,1581,609,1633	Holliday,
614,1580,668,1631	dt
443,1637,492,1682	R.
498,1637,673,1681	Thomas,
678,1637,737,1682	db
437,1694,554,1732	Love,
558,1694,618,1732	db
442,1743,564,1790	Addis,
568,1742,631,1787	db
443,1794,606,1844	Bradley,
613,1794,668,1844	de
437,1850,619,1888	Leonard,
624,1850,680,1888	de
442,1899,580,1947	Purvis,
585,1898,631,1943	dt
443,1956,569,2001	Eddie,
574,1956,631,2000	db
443,2006,556,2057	Parry,
562,2006,605,2057	Ib
443,2056,627,2107	Caparelli,
633,2057,687,2108	ks
437,2113,579,2157	Marsh,
585,2113,624,2157	Ib
443,2163,574,2207	Griffin,
580,2163,637,2207	db
443,2219,793,2263	Hobgood-Chittick,
799,2219,849,2263	dt
974,531,1018,575	T
961,587,1018,625	76
961,637,1011,675	51
961,694,1018,731	51
961,744,1018,781	44
955,794,1018,837	39
961,850,1018,887	36
961,900,1018,937	43
961,956,1018,994	33
961,1006,1018,1044	29
955,1056,1018,1100	27
961,1113,1018,1150	21
955,1163,1018,1206	22
961,1219,1018,1256	18
961,1269,1011,1306	21
961,1325,1018,1363	13
955,1375,1018,1419	14
955,1425,1018,1475	12
955,1481,1018,1525	10
986,1531,1018,1569	7
986,1581,1018,1625	5
986,1638,1018,1675	4
986,1694,1018,1732	5
986,1744,1018,1782	3
986,1794,1018,1838	3
986,1850,1018,1888	5
986,1900,1018,1944	5
986,2113,1018,2150	2
1124,400,1689,456	REGULAR-SEASON
1696,400,2036,456	DEFENSIVE
2043,400,2385,456	STATISTICS
1093,587,1149,625	50
1093,637,1149,681	25
1093,694,1149,731	24
1093,744,1149,781	19
1086,794,1149,844	23
1093,850,1149,887	23
1093,900,1149,937	14
1093,956,1149,994	15
1093,1006,1149,1044	12
1086,1056,1149,1106	12
1093,1113,1149,1150	16
1093,1325,1149,1363	11
1118,1638,1149,1675	7
1118,1694,1149,1732	3
1118,1744,1149,1782	5
