299,2874,343,2963	1996
302,2822,345,2870	in
304,2682,350,2819	review
427,432,564,478	Player
424,474,470,520	K.
472,478,572,529	Mays
427,526,464,563	B.
469,526,632,564	Simmons
427,569,478,606	O.
482,569,601,608	Brown
426,614,474,654	G.
478,616,639,657	Williams
427,663,470,706	G.
475,663,551,706	Ellis
421,756,453,794	J.
458,754,619,794	Hamilton
421,805,458,849	V.
464,805,619,849	Holliday
421,849,464,892	R.
469,849,557,892	Terry
421,898,467,935	K.
471,898,631,935	Newman
427,942,470,985	D.
475,942,532,985	Bly
421,1040,475,1084	M.
480,1040,625,1085	Pringley
421,1084,453,1128	J.
458,1084,569,1128	Legins
420,1129,459,1173	R.
464,1125,626,1172	Williams
421,1176,458,1214	R.
462,1177,570,1215	Davis
421,1226,458,1270	B.
464,1226,582,1270	Spoon
421,1319,467,1357	A.
471,1319,576,1357	Purvis
421,1364,454,1408	T.
458,1362,613,1407	Simpson
421,1412,464,1456	D.
469,1412,557,1456	Dyer
415,1456,471,1506	N.
477,1456,780,1506	Hobgood-Chittick
420,1504,472,1542	M.
476,1505,564,1545	Dow
420,1597,458,1635	R.
462,1597,601,1638	Thomas
420,1649,464,1693	A.
469,1646,632,1692	Crumpler
421,1691,457,1729	R.
462,1691,545,1729	Love
420,1742,448,1786	T.
453,1740,576,1785	Billups
421,1784,457,1822	S.
462,1784,569,1822	Fisher
414,1878,456,1916	E.
461,1876,595,1915	Ekuban
415,1927,457,1964	S.
461,1927,631,1964	Woodard
415,1976,467,2014	G.
472,1976,582,2014	Harris
414,2021,453,2065	B.
458,2019,601,2064	Schmitz
415,2069,458,2107	R.
463,2069,600,2107	McCain
415,2163,447,2200	J.
452,2162,588,2200	Carrick
414,2204,458,2254	A.
463,2205,644,2257	Mogridge
415,2255,456,2292	C.
461,2255,570,2293	Mintz
414,2298,458,2342	C.
463,2299,582,2343	Allnutt
415,2348,466,2386	M.
470,2348,569,2386	Dunn
415,2441,465,2491	M.
471,2441,656,2491	McGregor
414,2490,452,2527	S.
456,2490,588,2529	Pierson
415,2534,453,2578	S.
458,2534,557,2578	Lyons
415,2584,512,2621	UNC
517,2584,638,2621	Totals
923,433,1034,471	G-GS
923,483,1028,514	11-11
923,526,1003,563	10-9
922,575,1028,608	11-11
923,619,1003,656	11-9
916,669,1028,700	11-11
916,762,1028,799	11-10
916,805,1003,842	11-9
923,855,1003,892	11-8
923,898,1003,935	11-3
916,948,1028,979	11-11
916,1041,1003,1078	10-9
916,1084,1003,1121	11-2
916,1134,1022,1171	11-11
916,1183,1003,1220	11-2
916,1227,1003,1264	11-0
910,1320,997,1363	11-1
916,1369,997,1406	11-0
910,1413,997,1450	11-0
910,1462,1003,1499	11-0
910,1506,997,1543	11-0
910,1605,997,1642	11-0
910,1648,997,1685	11-0
910,1698,997,1735	11-0
910,1741,997,1778	10-0
910,1790,997,1828	11-0
910,1884,997,1921	10-0
910,1927,972,1964	9-0
910,1977,972,2014	9-0
910,2026,997,2063	11-0
910,2070,972,2107	8-0
910,2162,972,2206	6-0
910,2212,997,2249	11-0
910,2262,972,2293	4-0
910,2305,997,2342	11-0
910,2355,972,2392	6-0
910,2448,991,2485	11-0
904,2491,972,2528	7-0
904,2541,966,2578	8-0
910,2584,1016,2621	11-11
1090,433,1121,471	T
1096,483,1146,520	64
1096,526,1146,563	41
1096,576,1146,613	42
1096,619,1146,656	42
1090,669,1146,706	36
1084,762,1146,805	37
1084,805,1146,855	32
1090,855,1146,892	32
1084,898,1146,942	23
1090,948,1146,985	24
1090,1041,1146,1078	18
1090,1090,1146,1121	24
1090,1134,1146,1171	19
1090,1183,1146,1220	14
1090,1227,1146,1264	17
1090,1320,1146,1357	13
1084,1369,1146,1413	12
1090,1419,1139,1450	11
1090,1462,1121,1499	7
1084,1698,1121,1741	6
1084,1741,1115,1784	6
1084,1791,1115,1828	6
1084,1977,1115,2014	3
1084,2026,1115,2063	2
1084,2070,1115,2107	3
1078,2584,1164,2634	564
1257,278,1539,334	Regular-season
1546,279,1718,334	statistics
1725,279,1739,334	•
1745,279,1842,334	1997
1849,279,2014,334	Carolina
2020,278,2180,334	Football
1406,365,1622,409	Individual
1628,365,1828,409	Defensive
1834,365,2019,409	Statistics
1282,483,1338,520	48
1282,526,1338,563	44
1282,576,1332,613	29
1282,619,1338,656	24
1276,669,1332,706	26
1449,433,1524,483	Hit
1499,483,1530,520	N
1617,440,1672,483	CF
1796,439,1945,477	RF-Yds
1970,440,2056,477	PBU
1796,483,1858,526	1-0
